LID,Year,lon,lat,PD,ED,LSI,AWMSI,AI,CONTAG,SHDI,FP,GP,WP,FVC,ECV,BP,POP,GDP,UEI,LST,Coupling_Coordination_Level,WS,Tair,SRAD,RH,PRE
P288,2023,742177.2035,3802753.56,0,0,0,0,0,0,0,0,0,0,0.813962877,0.025462036,0.270928392,373,2.182831526,0.685214804,45.39887155,3,3.23834157,302.0617676,339.2584839,43.36045456,0
P289,2023,782887.2035,3842773.56,4.2008,16.3831,1.625,1.2925,75,84.9287,0.1222,0,0,0.026465028,0.633816421,0.045974171,0.094577784,126,1.50086236,0.212871951,40.64801868,3,3.41361475,302.3716125,330.788147,41.002388,0
P290,2023,735967.2035,3817933.56,0,0,0,0,0,0,0,0,0,0,0.67748338,0.046436416,0.143704966,494,4.908055305,4.125679165,40.13559306,3,3.310542822,301.7879944,333.4089355,44.06140518,0
P291,2023,754597.2035,3855193.56,0,0,0,0,0,0,0,0,0,0.000518977,0.574638844,0.036781989,0.609070988,1573,83.01823425,3.748885078,41.87609956,4,3.551767349,302.6292725,338.8707275,37.34015656,0
P292,2023,747007.2035,3817243.56,0,0,0,0,0,0,0,0,0,0,0.746938407,0.033710445,0.162650465,474,14.28775311,4.770705096,42.82283831,3,3.30923152,302.0248413,325.0552368,43.92673874,0
P293,2023,704227.2035,3806203.56,6.3012,13.8626,2.1667,1.1944,41.6667,88.7141,0.0862,0,0.018570163,0,0.667294264,0.046203258,0.01988172,184,4.672085285,0,39.56629543,3,3.31371069,301.07547,351.9939575,38.46251678,0
P294,2023,769777.2035,3846913.56,2.1004,32.7662,1.5,1.5,94.2529,52.0823,0.4765,0,0,0.183364839,0.664793253,0.038098055,0.356940216,348,62.24584961,0.214108263,38.42290377,6,3.516098976,302.5388794,338.396637,39.22109985,0
P295,2023,722857.2035,3832423.56,6.3012,21.4241,2.125,1.5016,59.0909,83.172,0.129,0.028355388,0,0,0.699327707,0.052396357,0.051498849,246,3.381516457,0,38.17781335,3,3.374665499,301.3184814,337.2609558,41.57607651,0
P296,2023,729067.2035,3864163.56,0,0,0,0,0,0,0,0,0,0,0.712554216,0.042701659,0.13909925,406,20.21891594,0,44.24917579,3,3.557999134,302.7365112,329.0812683,37.94393921,0
P297,2023,745627.2035,3831733.56,0,0,0,0,0,0,0,0,0,0,0.488822073,0.031464049,0.987202648,3494,47.54417419,0,45.02497526,4,3.398101091,301.6560364,336.1654663,42.46158218,0
P298,2023,749077.2035,3837253.56,0,0,0,0,0,0,0,0,0,0,0.603794992,0.029994365,0.231936194,386,64.81291962,7.468416752,41.69966157,3,3.438022852,301.8716125,334.3405762,41.33008957,0
P299,2023,789097.2035,3860023.56,10.502,13.2325,2.2,1,14.2857,91.1249,0.0621,0,0,0.011342155,0.583585143,0.036881763,0.320610387,147,2.728683949,8.883391359,39.47183008,4,3.436460495,302.8842468,321.1537781,36.71606445,0
P300,2023,740797.2035,3866233.56,4.2008,6.3012,1.25,1,50,95.0453,0.035,0,0,0.005671078,0.712795258,0.039191465,0.086998429,150,60.94241333,0,37.99633939,5,3.592915058,302.6563416,324.8326721,37.97722626,0
P301,2023,740107.2035,3824143.56,0,0,0,0,0,0,0,0,0,0,0.608439744,0.033571851,0.330139402,983,8.887727737,5.995767243,45.58198937,3,3.345997095,301.5536499,333.9823608,43.6448555,0
P302,2023,725617.2035,3826213.56,0,0,0,0,0,0,0,0,0,0,0.635310292,0.034256496,0.196782083,740,13.69781113,1.664971835,42.05137856,3,3.337319374,300.7988892,340.4456482,43.1581955,0
P303,2023,691117.2035,3839323.56,18.9036,115.3119,3.4848,2.7907,83.4343,15.9057,0.6931,0.406681892,0.082281491,0,0.832889855,0.053991233,0.002928313,113,0.651073337,0,34.28835673,2,3.4909482,300.5606079,345.2028198,40.47505569,0
P304,2023,673177.2035,3856573.56,0,0,0,0,0,0,0,0,0,0,0.739325762,0.04077214,0.445371247,61,0.650805831,0,42.71950406,3,3.438652515,302.1834106,323.0263672,44.44599533,0
P178,2023,668339.8442,3853769.103,0,0,0,0,0,0,0,0,0.002172949,0.185038729,0.46555981,0.016473583,0.563422798,52,0.650805831,8.437451722,26.33269926,3,,,,,
P266,2023,668452.4106,3830781.232,0,0,0,0,0,0,0,0,0,0,0.724413812,0.054479909,0,0,2.193760633,0,39.21517455,2,,,,,
P305,2023,776677.2035,3871063.56,0,0,0,0,0,0,0,0,0,0.000518977,0.655533433,0.056309746,0.631374711,20,0.666418612,0.466841691,46.56330742,3,3.598089695,303.4217529,325.8228455,33.32009888,0
P306,2023,752527.2035,3860713.56,6.3012,42.8481,2.4375,1.7915,76.5306,60.1971,0.3418,0,0,0.109186932,0.531841218,0.039814994,0.449935542,925,68.02168274,0.206187243,39.83315267,5,3.583539009,302.7480164,335.484375,36.61729431,0
P307,2023,758737.2035,3847603.56,0,0,0,0,0,0,0,0,0,0,0.511475921,0.06014888,0.996219282,2014,63.63919067,0.047641478,42.46388744,4,3.509887695,302.4489136,345.776001,38.81881332,0
P308,2023,749767.2035,3831043.56,0,0,0,0,0,0,0,0,0,0,0.52275753,0.03015425,0.584350025,686,26.68135834,1.676032663,44.75523027,3,3.395064116,301.7855225,336.7149353,42.44755173,0
P309,2023,730448.3673,3803448.766,2.1409,6.4226,1.1739,1.1739,99.1853,93.3112,0.0543,0.986065548,0.001921423,0,0.901723981,0.135705646,0,13,0.541158438,0,30.83952208,2,3.244474173,301.0540771,345.3493347,44.22929001,0
P310,2023,730447.2035,3808963.56,2.1004,2.5205,1,1,100,97.0042,0.0249,0.004734857,0,0,0.747123659,0.06178814,0.053596913,353,1.565683842,1.892469346,39.75176737,3,3.264964342,301.414917,342.5919495,44.24476242,0
P311,2023,704917.2035,3848293.56,10.502,34.6566,2.6364,1.3365,56.0976,74.512,0.196,0.048111384,0,0,0.685485303,0.110320593,0.031660049,687,9.670920372,0.333307069,38.72073232,3,3.4407866,302.4895325,328.1855469,38.07606125,0
P312,2023,706297.2035,3810343.56,12.6024,39.0674,2.9167,1.2908,57.4074,70.3154,0.2335,0.062470919,0,0,0.763125181,0.045304344,0.007561437,239,3.803932428,6.666666667,38.41040079,3,3.24921751,300.8744507,348.8920593,39.32662964,0
P313,2023,768984.5908,3816678.106,0,0,0,0,0,0,0,0,0,0,0,0.036989256,0.123026691,0,0,63.1810058,48.24228164,1,3.303809404,301.6737976,332.5994568,45.13019943,0
P314,2023,765637.2035,3831043.56,0,0,0,0,0,0,0,0,0,0,0.616892517,0.032585382,0.567105393,481,12.99256897,2.967146323,46.10374575,3,3.40098834,301.8521423,332.2470398,43.36896515,0
P315,2023,711127.2035,3840013.56,0,0,0,0,0,0,0,0,0,0,0.749124587,0.044668442,0.063407139,139,2.021812916,1.268135255,43.94880171,2,3.394052267,301.6413269,338.0155945,39.17096329,0
P316,2023,709747.2035,3831043.56,16.8032,131.0649,3.6774,2.1292,80.285,14.3233,0.6825,0.26907994,0.155630162,0,0.775937438,0.082432018,0.003780718,171,3.016382694,0,35.83066338,3,3.312539577,300.7374268,345.5267334,40.63781357,0
P317,2023,695888.2204,3794640.887,0,0,0,0,0,0,0,0.962664426,0.011978321,0,0,0.052897014,0,0,0,0,32.43546411,1,3.435724258,300.886261,354.2745667,37.16437149,0
P318,2023,692497.2035,3836563.56,2.1004,29.6156,1.4444,1.4444,97.8378,67.9642,0.2865,0.886685435,0.032613175,0,0.883561373,0.098526075,0,18,0.68459183,0,32.23780018,2,3.493274689,299.923645,344.9307861,40.32579422,0
P319,2023,705607.2035,3811033.56,4.2008,6.3012,1.5,1.2222,0,95.2315,0.035,0.003261741,0.002367429,0,0.693172395,0.035828605,0,190,4.260860443,0,41.46450281,3,3.257804394,300.8361816,349.179718,39.0923233,0
P320,2023,673867.2035,3804823.56,0,0,0,0,0,0,0,0,0,0,0.630557537,0.014787066,0.721699139,1122,1.111002564,1.094972371,43.32164454,3,3.68089366,301.7201233,361.5440369,40.62123489,0
P321,2023,778747.2035,3848293.56,0,0,0,0,0,0,0,0,0,0,0.522954583,0.034231877,0.153392695,893,36.29916382,0.900266382,38.79933296,3,3.485912323,302.638031,325.7290955,38.97055817,0
P322,2023,780127.2035,3835183.56,0,0,0,0,0,0,0,0,0,0,0.5966838,0.051263348,0.260778141,331,0.650805831,2.802681956,44.96616339,3,3.389827013,302.0168457,329.5385437,43.5426178,0
P323,2023,753907.2035,3827593.56,0,0,0,0,0,0,0,0,0,0,0.697089672,0.027643448,0.094862709,166,6.130487442,1.732262655,44.67313459,2,3.372392416,301.7767944,337.6384277,43.14440155,0
P324,2023,726997.2035,3845533.56,0,0,0,0,0,0,0,0,0,0,0.708995223,0.0403307,0.425954749,840,57.09993744,0.832061888,39.41773592,4,3.463791132,302.4500427,332.4830627,38.31237411,0
P325,2023,718027.2035,3844153.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0,0,0.001890359,0.705506444,0.05106947,0.154533395,318,3.579045534,0,37.7653609,3,3.439129353,302.375946,332.7146912,38.13880157,0
P326,2023,776677.2035,3851053.56,4.2008,16.3831,1.5455,1.1154,85.3659,78.8889,0.196,0,0,0.051869946,0.568772852,0.042959238,0.419992151,420,46.08052444,1.686132599,38.5628545,5,3.510077477,302.7434387,328.8416138,38.121418,0
P327,2023,704917.2035,3866233.56,2.1004,21.4241,1.3571,1.3571,97.2527,41.9156,0.6592,0,0,0.353829054,0.348275214,0.087538038,0.27754855,0,1.146313906,-8.526282205,32.38104485,4,3.50919795,302.7635803,328.8314209,38.7177887,0
P328,2023,684217.2035,3815173.56,0,0,0,0,0,0,0,0,0,0,0.457138538,0.019726207,0.582896955,1412,56.34344864,0.396248327,43.76414625,3,3.662551165,301.6742249,375.120697,39.90805054,0
P329,2023,698017.2035,3845533.56,0,0,0,0,0,0,0,0,0,0,0.669781864,0.0582873,0.015599943,409,9.194890976,145.047394,39.8582031,2,3.443160295,301.0103455,345.5429382,38.66939545,0
P330,2023,779437.2035,3846913.56,0,0,0,0,0,0,0,0,0,0,0.534603059,0.06565206,0.670890943,544,11.95048809,0.474253366,41.8995434,3,3.471545458,302.5733337,326.0182495,39.47566605,0
P331,2023,691117.2035,3842773.56,6.3012,6.3012,1.5,1,0,95.2315,0.035,0.006190054,0,0,0.613189638,0.060176625,0.302273751,717,6.122308254,2.938777485,40.57702135,4,3.47154808,301.163208,346.0321655,40.24536514,0
P332,2023,727687.2035,3819313.56,0,0,0,0,0,0,0,0,0,0.000477069,0.697362423,0.021489869,0.279152446,685,2.466152668,0,44.62955814,3,3.305619955,301.354248,341.4332886,43.83607101,0
P333,2023,755977.2035,3858643.56,0,0,0,0,0,0,0,0,0,0,0.540563524,0.035975226,0.90128408,1743,80.13943481,0.169212154,41.81853123,4,3.573417902,302.7529602,334.4844971,36.73583221,0
P334,2023,683527.2035,3829663.56,10.502,26.465,2.625,1.2556,40.9091,82.2008,0.129,0.007561437,0.02127102,0,0.520406485,0.052026254,0.281199114,350,0.958456933,3.745467014,39.69692676,4,3.616924763,300.91922,358.0249023,42.45112228,0
P335,2023,687667.2035,3821383.56,2.1004,0,1,1,100,0,0,1,0,0,0.914242446,0.086502858,0,5,3.672206879,0,27.94640479,3,3.616265774,300.795105,366.7329102,40.21445847,0
P336,2023,691807.2035,3821383.56,6.3012,71.8336,2.5185,1.6216,87.1473,29.6223,0.6321,0.327043984,0.005671078,0,0.783003509,0.037190326,0.052930057,223,3.826870918,17.33333333,37.07590627,3,3.533967257,300.6509399,363.3831482,38.92803955,0
P337,2023,711817.2035,3848983.56,0,0,0,0,0,0,0,0,0,0,0.706839442,0.03839919,0.283639523,542,6.475619316,0.509221581,44.18234564,3,3.455806732,302.7229614,330.2941284,37.33695602,0
P338,2023,736657.2035,3862783.56,0,0,0,0,0,0,0,0,0,0,0.563605547,0.037984059,0.576326507,669,80.24642181,3.151009994,42.31971455,4,3.567700148,302.6802368,327.4284973,37.95799637,0
P339,2023,733207.2035,3862783.56,0,0,0,0,0,0,0,0,0,0,0.612138748,0.046091162,0.87938204,1161,63.53993225,4.489240226,45.5454341,4,3.56022954,302.7136841,327.9268799,38.00881958,0
P340,2023,715267.2035,3853813.56,0,0,0,0,0,0,0,0,0,0,0.666255772,0.054494173,0.447966131,963,60.12162781,0.358799381,41.77295955,4,3.485942125,302.9559326,332.8112183,36.86973572,0
P341,2023,732517.2035,3869683.56,0,0,0,0,0,0,0,0,0,0,0.749063015,0.057752136,0.294360148,137,8.586811066,0,42.09318315,3,3.587866783,302.6743469,325.8956299,38.64134979,0
P342,2023,760807.2035,3843463.56,0,0,0,0,0,0,0,0,0,0,0.41305235,0.033161184,0.813748755,895,54.82761765,4.669487256,45.71426594,3,3.485761642,302.3003845,341.2542725,40.05226517,0
P343,2023,785647.2035,3854503.56,0,0,0,0,0,0,0,0,0,0,0.55229789,0.054713267,0.306716268,377,41.85045242,7.2692731,43.60126702,3,3.448172092,302.8124695,325.348114,37.56534195,0
P344,2023,775297.2035,3844843.56,0,0,0,0,0,0,0,0,0,0,0.479498982,0.062496019,0.960404191,1748,51.02301407,0.118799221,45.61843001,4,3.478340149,302.4666748,331.8062134,40.07273483,0
P345,2023,776677.2035,3825523.56,0,0,0,0,0,0,0,0,0,0,0.709411442,0.057145001,0.399137506,271,0.650805831,0,47.58201464,3,3.340598583,301.618927,327.8411255,45.80015182,0
P346,2023,701467.2035,3809653.56,0,0,0,0,0,0,0,0,0,0,0.652105749,0.01831762,0.648989916,1526,22.86860466,0.8508482,43.18625172,3,3.345797539,300.9021301,353.1399231,37.52180862,0
P347,2023,750457.2035,3855193.56,6.3012,24.5747,1.5,1.1384,95,49.9172,0.5377,0,0,0.225588524,0.450922221,0.043215836,0.735191002,1249,90.19683838,0.313384626,39.73415543,6,3.548377991,302.5698853,339.0627441,37.4501915,0
P348,2023,781507.2035,3871063.56,0,0,0,0,0,0,0,0,0,0,0.736462414,0.04997352,0.276689061,10,0.816252828,0,42.84393236,3,3.558872223,303.3359375,322.4803162,33.7592659,0
P349,2023,700087.2035,3844153.56,0,0,0,0,0,0,0,0,0,0,0.623676598,0.071330157,0.140339659,957,9.88501358,0.553712313,42.32042603,3,3.434018612,301.1239014,342.6161194,38.70027542,0
P350,2023,760117.2035,3840703.56,0,0,0,0,0,0,0,0,0,0,0.448166132,0.041811099,0.988622008,1406,25.43293381,0.412342145,47.06218882,3,3.467692137,302.1773987,337.8137207,40.78537369,0
P351,2023,676076.1622,3818606.252,0,0,0,0,0,0,0,0.960861107,0.030312122,0,0,0.038919036,0,12,0.678313136,0,31.16525357,2,3.738788366,301.3340149,372.620636,43.17457962,0
P352,2023,705607.2035,3859333.56,0,0,0,0,0,0,0,0,0,0,0.657296538,0.031135572,0.529500663,605,38.26594162,0.036104249,43.20888942,3,3.491559029,302.8496704,325.1911316,38.01575851,0
P353,2023,720097.2035,3833113.56,0,0,0,0,0,0,0,0,0,0,0.578234136,0.054557404,0.545881044,138,10.171134,0.121776137,40.94768387,3,3.369926214,301.3037109,337.4388428,41.29018021,0
P354,2023,759427.2035,3833113.56,0,0,0,0,0,0,0,0,0,0,0.558632851,0.035607717,0.418710848,275,60.34049225,1.750206657,42.44527096,3,3.41451025,301.8969116,333.7504272,42.47086716,0
P355,2023,761497.2035,3819313.56,0,0,0,0,0,0,0,0,0,0,0.671092451,0.020036476,0.052930057,274,13.32621098,0,46.84580379,3,3.323283911,301.8171997,323.1157532,44.03921127,0
P356,2023,770467.2035,3841393.56,0,0,0,0,0,0,0,0,0,0,0.463612288,0.031609271,0.539783721,364,12.02990341,8.305976078,43.54748576,3,3.476840258,302.2970276,340.2951965,41.01696396,0
P357,2023,782197.2035,3833113.56,0,0,0,0,0,0,0,0,0,0,0.619195163,0.043398261,0.005152101,202,0.466139734,7.25461178,44.2083112,2,3.36011529,301.8990784,330.7865295,44.27861786,0
P358,2023,680077.2035,3840013.56,0,0,0,0,0,0,0,0,0,0,0.691129446,0.043986449,0.115414988,1304,6.65179491,0.766084017,46.18332601,3,3.510030985,302.4804382,348.7147522,43.07664871,0
P359,2023,750457.2035,3844153.56,0,0,0,0,0,0,0,0,0,0,0.547472179,0.039199814,0.996219282,2536,86.08004761,0.066544404,44.81817171,4,3.480549335,302.1980286,339.939209,39.50695419,0
P360,2023,684217.2035,3824143.56,4.2008,73.0939,2.3947,2.3383,92.1131,29.2202,0.6334,0.541471138,0.129701016,0,0.757567823,0.05002769,0.001890359,71,0.537168324,0,33.69198706,2,3.656030893,300.5245361,364.676239,42.02497482,0
P361,2023,736657.2035,3806203.56,0,0,0,0,0,0,0,0,0,0,0.849218428,0.033820368,0.126654064,320,7.531085968,1.612903226,45.25159199,3,3.253269196,301.6354675,339.5695496,44.07662964,0
P362,2023,700087.2035,3835873.56,2.1004,51.6698,1.7955,1.7955,96.1369,59.3601,0.3296,0.89549335,0,0,0.952888012,0.11322078,0,14,0.402234972,0,32.32465517,2,3.413746595,299.8266907,348.5296631,39.45098877,0
P363,2023,698707.2035,3813103.56,4.2008,38.4373,1.5556,1.3677,95.4128,37.8833,0.6374,0.082137849,0.003780718,0.252156299,0.629487753,0.063443431,0.445023565,800,7.904875755,1.003935929,40.24667462,5,3.390853167,300.8234863,355.8345337,36.44527435,0
P364,2023,743557.2035,3857953.56,0,0,0,0,0,0,0,0,0,0,0.428893983,0.05592088,0.975425331,3431,89.13911438,0.569017916,45.67195784,4,3.556624889,302.5742798,331.221283,37.8177681,0
P365,2023,713887.2035,3814483.56,8.4016,45.9987,2.8,1.7677,70.9677,60.5226,0.3296,0.073759844,0.029541221,0,0.699090958,0.070048578,0.008515575,340,1.626669288,0,41.30832855,3,3.24590373,300.8402405,343.2520447,42.36935806,0
P366,2023,732517.2035,3862783.56,0,0,0,0,0,0,0,0,0,0,0.62189877,0.073593232,0.483241101,913,57.02708054,0.522196808,42.68197811,4,3.558829069,302.7218933,328.1251221,37.99760056,0
P367,2023,780817.2035,3826213.56,0,0,0,0,0,0,0,0,0,0,0.775141597,0.051899432,0.369774798,317,0.545293212,0.407772378,48.1661362,3,3.32695508,301.5774536,328.5374451,46.25640488,0
P368,2023,722167.2035,3853813.56,0,0,0,0,0,0,0,0,0,0,0.579000473,0.035919139,0.666261238,1366,81.58358002,0.584023122,42.93943593,4,3.499489069,302.9194031,334.0194397,36.9787941,0
P369,2023,708367.2035,3806893.56,2.1004,45.3686,2,2,88.764,48.168,0.4821,0.17318029,0.018903592,0,0.672330558,0.107759229,0.062381853,180,7.519755363,3.571428571,40.10286178,4,3.269530773,300.9913635,349.2763977,39.95293427,0
P370,2023,776677.2035,3867613.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0,0,0.001890359,0.686419606,0.037665715,0.024878857,170,1.770596623,0,44.58853011,2,3.584345818,303.3199158,328.0300293,34.07551193,0
P371,2023,671107.2035,3799993.56,6.3012,62.3819,2.52,2.0235,86.7596,33.8777,0.6065,0.26965691,0.020793951,0,0.712418318,0.051961166,0.001890359,77,0.921665311,0,36.29199646,2,3.641370773,301.6948547,355.1317139,40.4894104,0
P372,2023,775987.2035,3826213.56,0,0,0,0,0,0,0,0,0,0,0.83498913,0.042432973,0.001890359,148,0.745356619,0,50.74193315,2,3.347014666,301.6413879,327.3989563,45.62804031,0
P373,2023,702157.2035,3833803.56,2.1004,45.9987,1.7273,1.7273,96.5066,62.3271,0.3086,0.907461467,0,0,0.952741027,0.067940878,0,46,0.502853036,0,32.08716022,2,3.376907825,300.1693115,349.9702148,39.50779724,0
P374,2023,697327.2035,3797233.56,16.8032,51.6698,3.0588,1.2384,71.0744,54.3858,0.3872,0.127746593,0.001890359,0.005211926,0.755240321,0.075805709,0.023161379,131,0.650805831,-1.854711394,39.27685264,3,3.427677393,300.891571,353.2995911,36.89875412,0
P375,2023,665587.2035,3808273.56,0,0,0,0,0,0,0,0,0,0,0.699170887,0.00872842,0.164730612,426,1.328325987,0.962203521,45.55454426,2,3.743345737,300.8062439,359.3247375,43.9572525,0
P376,2023,680077.2035,3828283.56,14.7028,80.0252,3.4286,2.543,71.8232,40.1911,0.4876,0.097927579,0.087808927,0,0.59592855,0.079748175,0.021879064,185,0.828772724,4.177971261,36.92117483,3,3.659587622,301.2703857,362.3126221,43.41789627,0
P377,2023,735967.2035,3811723.56,0,0,0,0,0,0,0,0,0,0,0.760983527,0.072322508,0.110577052,292,7.125514984,0.258930209,45.7593078,3,3.278940201,301.8139038,335.2352905,44.24458694,0
P378,2023,763567.2035,3806893.56,0,0,0,0,0,0,0,0,0,0,0.66456908,0.066783099,0.323110429,284,0.744803429,0.35730148,46.68101966,3,3.255709648,302.0717773,324.6087646,42.74552917,0
P379,2023,784954.1909,3829668.82,0,0,0,0,0,0,0,0,0,0,0.728992343,0.039699227,0.011520615,163,0.439834327,0,44.2476748,2,3.318227053,301.6942139,329.6042175,45.5751152,0
P380,2023,685597.2035,3848983.56,0,0,0,0,0,0,0,0,0,0,0.539616644,0.065073266,0.175098877,838,61.99921417,3.236568224,41.15463972,3,3.451315641,302.5803528,340.8964233,41.30659866,0
P381,2023,765637.2035,3853123.56,0,0,0,0,0,0,0,0,0,0,0.573231757,0.048940484,0.339639701,351,83.30744934,4.008835418,43.68429271,4,3.54830265,302.7318115,337.9890442,37.58786774,0
P382,2023,763567.2035,3851743.56,6.3012,38.4373,2.3571,1.3985,75,65.4743,0.291,0,0,0.083634954,0.51521045,0.07418999,0.566042389,557,72.11662292,2.589763199,40.1827561,6,3.538937092,302.6539917,340.7494507,37.9353981,0
P383,2023,724927.2035,3821383.56,0,0,0,0,0,0,0,0,0,0,0.682458758,0.051654529,0.502155528,1361,7.989767551,0.075574287,42.2426549,3,3.310417652,301.0291138,343.0163574,43.6270752,0
P384,2023,693187.2035,3825523.56,2.1004,108.3806,3.1,3.1,88.8298,28.6152,0.5639,0.721873172,0.030305573,0,0.865653098,0.059081781,0,47,0.724202335,0,32.25297722,2,3.504743814,300.2173157,359.8919067,39.31256485,0
P385,2023,750457.2035,3847603.56,0,0,0,0,0,0,0,0,0,0,0.443785995,0.043847009,0.965037315,2251,89.61560822,0,45.85855979,4,3.501480818,302.3337708,343.1080017,38.61791611,0
P386,2023,684217.2035,3817933.56,6.3012,52.9301,2.04,1.4459,90.8127,36.5187,0.6031,0.282568663,0.008038506,0,0.665730238,0.063890034,0,318,49.43212891,0,38.83759728,5,3.660492182,301.3244629,371.9011841,40.55702209,0
P387,2023,731137.2035,3842773.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.531386971,0.055721164,0.583154177,2113,49.37371445,0.244482432,41.30024341,5,3.454982281,302.1335754,332.3457336,39.51288986,0
P388,2023,697327.2035,3824833.56,23.1044,69.9433,3.7222,1.3044,65.9722,47.251,0.4281,0.12905733,0.026840364,0,0.758969963,0.057094282,0.143278281,196,1.592920184,0.267400375,37.41892852,3,3.422270298,300.2862854,358.8263245,38.04547882,0
P389,2023,757357.2035,3813103.56,0,0,0,0,0,0,0,0,0,0,0.603422642,0.03076047,0.179846069,305,47.56540298,1.085917259,42.40531411,3,3.288998127,302.0779419,322.4484558,43.55727768,0
P390,2023,709747.2035,3851053.56,0,0,0,0,0,0,0,0,0,0,0.586103201,0.033571984,0.889523668,1980,33.45568848,0.523379789,44.89467715,4,3.461579323,302.7553711,328.8993835,37.523983,0
P391,2023,667657.2035,3816553.56,2.1004,0,1,1,100,0,0,1,0,0,0.960848629,0.078338995,0,13,0.502376676,0,27.65272017,2,3.774652719,301.223114,367.7268066,44.62745667,0
P393,2023,719407.2035,3864853.56,0,0,0,0,0,0,0,0,0,0,0.706954598,0.040499664,0.627746304,950,3.785300255,0.259428914,44.18069268,3,3.53982687,302.6677246,330.4510498,37.77851486,0
P394,2023,769087.2035,3837253.56,0,0,0,0,0,0,0,0,0,0,0.651517153,0.042570903,0.912336059,516,2.502843142,0.050070717,45.35555655,3,3.449789286,302.1083069,340.7954407,42.21673203,0
P395,2023,744937.2035,3804133.56,0,0,0,0,0,0,0,0,0,0,0.796840727,0.028855975,0.255149984,324,2.652757645,2.177481929,47.85224819,3,3.247021914,302.2059326,336.6573792,43.1262207,0
P397,2023,697327.2035,3836563.56,2.1004,23.9445,1.3261,1.3261,98.46,80.3973,0.1547,0.96576583,0,0,0.917247117,0.085658834,0,7,0.477802873,0,31.42455639,2,3.445089817,299.5278625,346.4611206,39.31587219,0
P398,2023,694567.2035,3812413.56,0,0,0,0,0,0,0,0,0,0,0.66977638,0.037329717,0.161211648,339,6.761389732,2.431121879,40.84801802,3,3.476300001,301.2159729,362.3861694,36.47311783,0
P400,2023,744247.2035,3864853.56,2.1004,18.9036,1.1935,1.1935,98.6395,40.8005,0.6873,0,0,0.435619501,0.539282739,0.025711096,0.098390921,396,76.32800293,0,34.80802557,6,3.593387842,302.6803284,328.0480042,37.53438187,0
P401,2023,724237.2035,3846223.56,0,0,0,0,0,0,0,0,0,0,0.718535841,0.034226865,0.266798685,492,23.99729156,3.448614957,39.47534359,3,3.463395596,302.5843201,332.467804,37.777668,0
P402,2023,740107.2035,3841393.56,0,0,0,0,0,0,0,0,0,0,0.478490621,0.036493875,0.902047419,2614,83.93236542,0.483006136,42.55728305,4,3.456444502,301.8864441,335.7634583,40.46191025,0
P403,2023,785647.2035,3843463.56,0,0,0,0,0,0,0,0,0,0,0.623095393,0.04789763,0.101165331,446,1.749654174,11.86219876,42.7938747,2,3.392553329,302.3938599,332.7211304,40.79828262,0
P404,2023,778057.2035,3868303.56,0,0,0,0,0,0,0,0,0,0,0.675900221,0.051483879,0.384842524,333,1.419993401,0.607343712,42.34636845,3,3.580156326,303.3515015,326.5074463,33.90027237,0
P405,2023,777367.2035,3868993.56,0,0,0,0,0,0,0,0,0,0,0.743385315,0.05582615,0.433356652,295,1.074163556,0.087624883,42.91876498,3,3.586352825,303.3664551,326.5666199,33.76033401,0
P406,2023,735967.2035,3867613.56,0,0,0,0,0,0,0,0,0,0,0.769479752,0.046685746,0.347594392,381,21.38228226,0,40.58333214,3,3.587599277,302.6791382,325.488678,38.26815796,0
P407,2023,713887.2035,3821383.56,0,0,0,0,0,0,0,0,0,0,0.538185537,0.026302702,0.773412584,1353,9.253088951,0.238608835,45.37453912,3,3.265346527,300.5031128,346.3585815,42.51374817,0
P408,2023,782197.2035,3862093.56,0,0,0,0,0,0,0,0,0,0,0.676442266,0.039967366,0.109010632,153,9.793400764,0,41.2323943,3,3.516115904,303.0932617,327.568512,35.63127518,0
P409,2023,690427.2035,3808273.56,0,0,0,0,0,0,0,0,0,0,0.679876089,0.031394165,0.330150236,701,3.998822927,3.657310667,43.47903154,3,3.544569016,301.6914368,368.8800049,36.95191574,0
P410,2023,675247.2035,3798613.56,8.4016,15.753,2,1.1,63.6364,84.5157,0.129,0.019362743,0.008861671,0,0.699498713,0.043282416,0.030704898,289,0.930719614,0,39.09418855,3,3.609269381,301.6683044,358.6829834,39.25744629,0
P411,2023,771847.2035,3835183.56,0,0,0,0,0,0,0,0,0,0,0.665390372,0.036516268,0.13659849,228,0.93482393,13.46763795,43.45311335,2,3.427241564,302.0357361,336.4384766,42.90754318,0
P412,2023,761497.2035,3841393.56,0,0,0,0,0,0,0,0,0,0,0.414463192,0.041082547,0.897891364,846,17.69613266,2.808273463,44.95008882,3,3.473133802,302.2191162,338.8696899,40.65696716,0
P413,2023,762187.2035,3855193.56,0,0,0,0,0,0,0,0,0,0,0.578874052,0.04080971,0.54438052,507,82.18235779,0.565893304,39.37060933,4,3.557257652,302.7453613,337.0127563,37.23375702,0
P414,2023,700777.2035,3810343.56,4.2008,27.7253,2,1.79,76.5957,74.5678,0.2125,0,0.054820416,0,0.614307106,0.022219933,0.579629668,785,23.7954731,0.71259492,42.10222056,5,3.356462955,300.8790283,353.6758118,37.26573563,0
