LID,Year,lon,lat,PD,ED,LSI,AWMSI,AI,CONTAG,SHDI,FP,GP,WP,FVC,ECV,BP,POP,GDP,UEI,Temperature,Coupling Coordination Level
P4952,2023,775297.2035,3866233.56,48.3092,110.9011,5.4118,1.5296,35.8974,46.394,0.38,0,0,0.127566295,0.508067489,0.039790547,0.111740729,144,1.73347199,18.06600203,33.80691678,3
P4971,2023,742177.2035,3819313.56,2.1004,3.1506,1,1,100,96.7967,0.0249,0,0,0.003303649,0.695615947,0.043997926,0.282194341,472,2.373747826,0.586418748,42.45481287,4
P4980,2023,711817.2035,3868303.56,4.2008,8.8217,1.625,1.3482,75,87.0352,0.1222,0,0,0.032446558,0.631889284,0.043915984,0.014037761,68,1.045989394,105.5358482,39.89707909,2
P291,2023,754597.2035,3855193.56,0,0,0,0,0,0,0,0,0,0.000518977,0.574638844,0.036781989,0.609070988,1573,83.01823425,3.748885078,41.87609956,4
P305,2023,776677.2035,3871063.56,0,0,0,0,0,0,0,0,0,0.000518977,0.655533433,0.056309746,0.631374711,20,0.666418612,0.466841691,46.56330742,3
P332,2023,727687.2035,3819313.56,0,0,0,0,0,0,0,0,0,0.000477069,0.697362423,0.021489869,0.279152446,685,2.466152668,0,44.62955814,3
P706,2023,760117.2035,3811033.56,0,0,0,0,0,0,0,0,0,0.000649951,0.505540192,0.035811204,0.723315703,592,8.826024055,1.579092781,45.04313178,3
P725,2023,729067.2035,3820693.56,0,0,0,0,0,0,0,0,0,0.000518977,0.749938965,0.029419095,0.399004174,741,2.537943125,2.476015961,45.91201303,3
P1083,2023,706297.2035,3805513.56,0,0,0,0,0,0,0,0,0,0.000518977,0.643140495,0.036898147,0.201146662,320,7.890305519,0.051735331,40.4180584,3
P1853,2023,727687.2035,3843463.56,0,0,0,0,0,0,0,0,0,0.000388003,0.685027242,0.043819104,0.215755809,711,42.56314087,0.221889171,39.17338796,3
P2445,2023,716647.2035,3842773.56,0,0,0,0,0,0,0,0,0,0.000477069,0.667355716,0.052952597,0.151914328,349,3.845863342,1.651350032,38.97457967,2
P2458,2023,726997.2035,3843463.56,0,0,0,0,0,0,0,0,0,0.000130974,0.700385869,0.042979075,0.496417015,763,37.84911346,0.153489232,42.33273621,3
P2636,2023,773917.2035,3865543.56,0,0,0,0,0,0,0,0,0,0.000954139,0.65146023,0.039992305,0.046110815,54,1.901750207,1.102633691,42.40364435,2
P3402,2023,728377.2035,3856573.56,0,0,0,0,0,0,0,0,0,0.00112702,0.53480643,0.044805112,0.56433208,678,75.28781128,1.093278397,44.02234527,4
P3439,2023,763567.2035,3857953.56,0,0,0,0,0,0,0,0,0,0.000954139,0.684734702,0.039246084,0.009451796,177,36.99829864,0,43.55719698,3
P3480,2023,760807.2035,3848983.56,0,0,0,0,0,0,0,0,0,0.000130974,0.498418123,0.049428575,0.918773369,1299,72.85133362,0.041234468,44.61985828,4
P3691,2023,715957.2035,3851743.56,0,0,0,0,0,0,0,0,0,0.001431208,0.564184129,0.051515992,0.909041374,1886,59.83899307,0.094117262,42.90959932,4
P3919,2023,788407.2035,3861403.56,0,0,0,0,0,0,0,0,0,0.000346095,0.771602392,0.039426417,0.275327988,413,2.386623383,0.420614291,43.49201443,3
P4043,2023,740107.2035,3822763.56,0,0,0,0,0,0,0,0,0,0.000477069,0.672724843,0.03170079,0.362435235,891,6.281907082,3.484981616,43.42871451,3
P4278,2023,733207.2035,3846223.56,0,0,0,0,0,0,0,0,0,0.000954139,0.453079343,0.032250872,0.831219306,1806,77.37969208,0.47745106,44.25023439,4
P4289,2023,752527.2035,3860023.56,0,0,0,0,0,0,0,0,0,0.000823165,0.513123274,0.040150278,0.556259238,919,75.57889557,1.268399916,41.68046769,4
P4342,2023,738037.2035,3823453.56,0,0,0,0,0,0,0,0,0,0.000477069,0.683524847,0.032780445,0.156406168,850,15.64423847,1.286357894,41.16407796,3
P4353,2023,729757.2035,3858643.56,0,0,0,0,0,0,0,0,0,0.001037954,0.668275535,0.047024504,0.213614824,891,75.69867706,0,40.99942409,4
P4481,2023,723547.2035,3852433.56,0,0,0,0,0,0,0,0,0,0.004020842,0.676230252,0.047760954,0.324252715,621,77.13791656,1.510400595,39.86877153,4
P123,2023,717343.7174,3873091.668,0,0,0,0,0,0,0,0,0,0.063878575,0.420311987,0.055370613,0.805478845,55,0.650805831,5.302712134,35.58202901,3
P1118,2023,746962.5365,3866141.552,0,0,0,0,0,0,0,0,0,0.112365365,0.616061985,0.046038771,0.670558171,160,18.93679428,0.466687449,39.20673739,4
P1620,2023,704391.4169,3867524.672,0,0,0,0,0,0,0,0,0,0.001187607,0.324782938,0.062641813,0.482455682,21,0.821650267,5.927869454,38.70280535,3
P1790,2023,670545.0175,3855837.887,0,0,0,0,0,0,0,0,0,0.49718775,0.440255731,0.039811491,0.353724114,18,0.650805831,2.609845668,28.63449464,4
P2188,2023,742165.0262,3867444.708,0,0,0,0,0,0,0,0,0,0.969964498,0.452976882,0.007888389,0.01087412,17,34.48184967,-18.35364898,21.05151269,4
P2864,2023,739392.8084,3868197.865,0,0,0,0,0,0,0,0,0,0.404157008,0.436781734,0,0.57134988,50,12.64667797,8.381604375,27.8711075,4
P3152,2023,749056.3127,3865361.29,0,0,0,0,0,0,0,0,0,0.024310815,0.727346301,0.045008109,0.014162106,173,17.32518578,0,41.89244097,3
P3323,2023,665603.0559,3855190.938,0,0,0,0,0,0,0,0,0,0.181068084,0.571333587,0.040669995,0.417862383,78,0.621928155,-2.313631924,37.48509564,3
P3395,2023,682852.5747,3859258.097,0,0,0,0,0,0,0,0,0,0.025696548,0.682395399,0.082580436,0.457119009,25,0.771000683,9.096332863,37.77165459,3
P3859,2023,729743.4513,3872372.653,0,0,0,0,0,0,0,0,0,0.803541729,0.38292703,0.005435324,0.057953798,121,14.4553442,-11.67425588,23.8310302,4
P4648,2023,716654.5497,3873057.409,0,0,0,0,0,0,0,0,0,0.111977224,0.458002448,0.021990491,0.858859406,39,0.623247087,17.30894319,34.83123975,4
P5084,2023,733207.2035,3816553.56,2.1004,2.5205,1,1,100,96.1649,0.035,0,0,0.003768051,0.700105011,0.048122676,0.321695306,658,2.08288455,1.657242632,40.43823692,4
P5090,2023,715957.2035,3872443.56,12.6024,57.971,3.0588,2.4246,70.5882,53.4283,0.3836,0,0,0.130012288,0.489088088,0.028676856,0.780073637,46,0.601592958,32.25343786,35.8283891,5
P5109,2023,775297.2035,3870373.56,12.6024,39.0674,1.525,1.2286,97.139,41.9634,0.5817,0,0,0.725876337,0.496480167,0.05642376,0.067786412,16,0.734838903,-2.050598007,28.75347612,3
P5115,2023,775987.2035,3866923.56,10.502,23.3144,2.5,1.0417,50,82.2142,0.1356,0,0,0.031283701,0.658634543,0.041265427,0.023203287,36,1.712632656,0,41.36790152,3
P5121,2023,738727.2035,3859333.56,2.1004,4.4108,1.1667,1.1667,87.5,92.6604,0.0704,0,0,0.016220653,0.50980109,0.037866045,0.864914175,1312,92.11009979,1.461955944,42.7902168,6
P5125,2023,771157.2035,3865543.56,2.1004,4.4108,1.1667,1.1667,90,92.043,0.0784,0,0,0.011788639,0.661370933,0.041575745,0.246699818,180,1.466332316,0.311273864,42.84101484,4
P5140,2023,750457.2035,3813793.56,2.1004,3.1506,1,1,100,94.4653,0.0535,0,0,0.012051932,0.593989789,0.046009584,0.777528563,865,77.4358139,0,42.34889991,6
P5141,2023,778747.2035,3859333.56,2.1004,5.041,1,1,100,95.3548,0.035,0,0,0.005671078,0.631696701,0.035857411,0.477309089,235,8.60970974,0.673871126,40.46701725,4
P5154,2023,737347.2035,3856573.56,2.1004,28.9855,2.5455,2.5455,63.8298,74.2517,0.2125,0,0,0.060975159,0.539980471,0.06396341,0.62321097,1358,93.97962952,1.288422795,40.96536191,6
P5182,2023,706987.2035,3804133.56,2.1004,9.4518,1.1538,1.1538,97.1014,75.4075,0.2726,0,0,0.079182128,0.637274563,0.031845956,0.146617767,480,7.665169239,-2.684030109,38.6780887,4
P5194,2023,733897.2035,3846223.56,2.1004,39.0674,1.3333,1.3333,97.5,34.7554,0.6755,0,0,0.413257737,0.44914028,0.02875157,0.38391478,1160,73.69629669,1.117546694,38.06888539,6
P5196,2023,775987.2035,3869683.56,4.2008,24.5747,1.8235,1.5174,88.6179,61.1131,0.3908,0,0,0.121772721,0.55360353,0.040512579,0.58988214,207,0.825126171,1.317814061,38.79904942,5
P5201,2023,763567.2035,3860023.56,10.502,13.8626,2.2,1,14.2857,90.969,0.0621,0,0,0.011819224,0.65538615,0.033238435,0.029661692,269,13.04397297,11.56068828,40.77297795,3
P5207,2023,761497.2035,3848293.56,2.1004,17.0132,1.3077,1.3077,93.4426,74.2119,0.2535,0,0,0.066650962,0.513336658,0.056316516,0.595842712,1136,59.4680748,0.587849552,43.89381221,6
P5210,2023,687667.2035,3853813.56,2.1004,30.8759,1.6667,1.6667,93.4959,45.5255,0.568,0,0,0.260781512,0.591935217,0.04666452,0.170001351,334,47.83397675,0.690204839,37.73754566,5
P5222,2023,753217.2035,3811723.56,6.3012,12.6024,1.5714,1,73.3333,87.6831,0.1011,0,0,0.021831905,0.505597353,0.037048055,0.85685168,1702,108.6530609,0.044220928,43.73221431,6
P5241,2023,765637.2035,3856573.56,6.3012,6.3012,1.5,1,0,95.2315,0.035,0,0,0.004633124,0.661262214,0.045322969,0.251959391,467,63.17144012,0.041280315,42.79592169,5
P5242,2023,787717.2035,3852433.56,4.2008,7.5614,1.5,1,50,93.8686,0.0445,0,0,0.007561437,0.603920043,0.052544296,0.252957795,340,4.23704958,0.303456352,40.4467894,4
P5245,2023,756667.2035,3857263.56,4.2008,7.5614,1.5,1.2222,0,94.8585,0.035,0,0,0.005671078,0.518783331,0.024593213,0.404097462,1082,86.42050934,7.687541948,41.14969922,5
P5258,2023,787717.2035,3868303.56,2.1004,11.3422,1.5455,1.5455,85.3659,80.4472,0.196,0,0,0.041102404,0.770463169,0.031145524,0.014538819,45,6.790348053,0,41.91127502,3
P5272,2023,688357.2035,3854503.56,2.1004,39.6975,1.85,1.85,90,50.5486,0.4708,0,0,0.179065144,0.632254541,0.139170724,0.183455251,556,44.21278,0.42084076,40.48381017,5
P5288,2023,782887.2035,3869683.56,25.2048,73.724,4.0556,1.4171,58.3333,48.3876,0.4082,0,0,0.140702327,0.677591622,0.054202387,0.245351605,11,1.709314823,4.717799786,41.77483969,4
P5291,2023,715267.2035,3872443.56,33.6064,163.201,6.087,2.3038,49.7854,23.1765,0.5533,0,0,0.24382676,0.455270797,0,0.272509837,14,0.552463233,122.7879973,38.36302257,4
P5305,2023,767707.2035,3857953.56,18.9036,40.3277,3.2,1.1051,38.8889,75.1362,0.1788,0,0,0.044516215,0.628306448,0.039851161,0.39330675,137,13.90639305,8.003834408,40.82101077,4
P5332,2023,754597.2035,3862783.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0,0,0.001890359,0.455603659,0.032388887,0.74834394,594,38.45238113,6.733078006,41.70527721,5
P5336,2023,749767.2035,3813793.56,2.1004,15.1229,1.5,1.5,87.5,79.7328,0.1904,0,0,0.044145117,0.571076155,0.042403032,0.788854338,1571,75.56568146,-0.034708619,44.70590377,6
P6,2023,672487.2035,3815863.56,2.1004,66.1626,2.2927,2.2927,93.2996,40.2895,0.5187,0.755402485,0.026011948,0,0.88441503,0.053593142,0,31,0.788134933,0,31.75720878,2
P11,2023,695947.2035,3804133.56,14.7028,149.3384,4.5333,3.0252,73.0964,12.6134,0.6733,0.109640832,0.295906576,0,0.745878518,0.07306903,0.013232514,66,3.186714172,0,38.45420379,3
P17,2023,684217.2035,3841393.56,46.2088,146.8179,6,1.8549,46.0784,28.4748,0.5187,0.162504992,0.056043919,0,0.725181818,0.137855191,0.00656539,142,3.09973383,0,35.78659825,3
P22,2023,700777.2035,3837253.56,6.3012,23.9445,1.2889,1.1141,98.6006,70.2045,0.2773,0.919062484,0.003780718,0,0.902913094,0.077025933,0,53,0.652562618,0,32.75728857,2
P55,2023,675937.2035,3831043.56,16.8032,35.2867,2.8667,1.2755,69.2308,63.2231,0.3255,0.087797605,0.017198781,0,0.700593054,0.105421473,0,34,1.155980349,0,36.26173161,2
P63,2023,691807.2035,3840703.56,6.3012,97.0384,2.6944,1.8027,89.9671,21.2484,0.6693,0.537891529,0.063753235,0,0.757589817,0.087359295,0.027836411,142,1.23707974,0,35.38138267,3
P68,2023,701467.2035,3815863.56,12.6024,28.3554,2.875,1.2489,31.8182,81.9271,0.129,0.028832457,0.000477069,0,0.742557883,0.043284868,0.040591855,211,2.187916517,3.24796746,36.61438692,3
P74,2023,674557.2035,3812413.56,6.3012,16.3831,2,1.3077,55.5556,85.5409,0.1153,0.013780732,0.011443889,0,0.592630208,0.032906158,0.007561437,112,1.860729694,0,40.50254934,2
P86,2023,690427.2035,3822763.56,2.1004,35.2867,1.5349,1.5349,97.3533,57.2166,0.4013,0.848932301,0.007561437,0,0.844455123,0.08539209,0,98,0.753628016,0,34.87425218,2
P109,2023,689047.2035,3842773.56,18.9036,64.9023,3.1667,1.516,70.8955,49.6568,0.4116,0.142951449,0.001890359,0,0.649330199,0.092371274,0.068488092,295,4.408821106,0.152709648,37.63671004,3
P111,2023,711127.2035,3806893.56,6.3012,112.7914,3.1667,2.2923,86.8243,17.8841,0.6755,0.573496021,0.022540669,0,0.72825098,0.067329489,0.013232514,56,1.641312838,0,35.56818792,3
P116,2023,682147.2035,3799993.56,8.4016,22.6843,1.8182,1.1646,79.0698,76.71,0.2016,0.042064971,0.008413842,0,0.746179879,0.039510601,0.273552517,372,0.885344684,0,40.29032162,4
P130,2023,720787.2035,3813103.56,16.8032,69.9433,3.8,1.7755,51.7241,57.3896,0.3171,0.094648932,0.001890359,0,0.723661482,0.062104759,0.203896022,784,8.701534271,0.916359467,39.0227589,4
P131,2023,720787.2035,3869683.56,8.4016,28.9855,2.4,1.5,63.1579,76.6585,0.1846,0.04254204,0.004734857,0,0.732428551,0.113632974,0.021684025,198,1.018948674,0,40.98931994,3
P132,2023,670417.2035,3815863.56,2.1004,61.1216,2,2,95.122,56.9058,0.3378,0.792605863,0.097209326,0,0.839790106,0.077279111,0,41,0.777928412,0,31.06253283,2
P135,2023,698017.2035,3800683.56,27.3052,74.9842,4.0588,1.7317,57.7236,49.7647,0.3908,0.050138789,0.077027657,0,0.703839898,0.073640534,0.011156606,275,2.481568098,10.25156124,39.0000045,3
P136,2023,693877.2035,3802753.56,10.502,73.724,2.9091,1.5794,80.7339,37.2942,0.5354,0.215016792,0.010447842,0,0.78514713,0.058962796,0.147449028,230,1.228982449,0.799994284,36.84972227,4
P147,2023,688357.2035,3840013.56,6.3012,86.9565,2.5641,2.4245,91.516,29.4513,0.5963,0.597489529,0.10920567,0,0.812276006,0.052864025,0.003780718,28,0.749656141,0,33.62270934,2
P149,2023,684907.2035,3824833.56,10.502,95.7782,3.5,2.658,80.663,22.4467,0.6582,0.189209811,0.190313994,0,0.747803509,0.030881435,0.009451796,91,0.472335398,0,35.8126752,2
P151,2023,713887.2035,3831733.56,14.7028,103.3396,3.4074,2.1041,80.3625,22.6689,0.64,0.337557723,0.005671078,0,0.756558239,0.052335314,0.007561437,83,3.577051878,0,35.06199695,3
P167,2023,722857.2035,3835873.56,25.2048,52.2999,3.75,1.3226,34,69.2045,0.2231,0.053722636,0.00141329,0,0.691661835,0.095303729,0,185,10.40637684,0,37.45566794,3
P177,2023,697327.2035,3828973.56,10.502,88.2168,3,2.5095,87.6106,21.775,0.6841,0.529152688,0.040466133,0,0.813696265,0.073593975,0,43,0.689718485,0,33.59092935,2
P182,2023,690427.2035,3802753.56,2.1004,19.5337,1.7778,1.7778,74.0741,81.9288,0.1485,0.033507488,0.000477069,0,0.699996531,0.060710589,0.018593333,164,2.609019041,1.081839389,40.32845366,3
P187,2023,693877.2035,3835183.56,4.2008,54.1903,1.8864,1.7645,95.657,57.4603,0.3458,0.827009497,0.05836944,0,0.876147985,0.087928852,0.010966819,50,0.653233647,0,32.13815677,3
P189,2023,686977.2035,3825523.56,2.1004,85.6963,2.275,2.275,93.0137,30.5791,0.5854,0.481786724,0.248025054,0,0.783613682,0.076094876,0,50,0.650805831,0,34.83935749,2
P194,2023,693187.2035,3844843.56,6.3012,15.1229,2,1.2083,40,89.0984,0.0784,0.013232514,0.001890359,0,0.610508382,0.103771353,0.06850683,444,9.359607697,0,40.22107395,3
P195,2023,701467.2035,3826903.56,14.7028,119.0926,4.44,2.0993,67.7903,24.6909,0.5891,0.033984557,0.234736952,0,0.75518024,0.093394227,0.009451796,108,1.085416436,0,38.29718491,2
P206,2023,693877.2035,3824833.56,2.1004,93.2577,2.6512,2.6512,91.9042,47.5103,0.3872,0.348468954,0.520881474,0,0.854817927,0.106803044,0,16,0.746730924,0,35.1739097,2
P207,2023,680077.2035,3815863.56,2.1004,138.6263,3.725,3.725,85.1093,22.5714,0.5836,0.493843714,0.23201837,0,0.887940407,0.127232385,0,23,7.230312824,0,33.48731674,3
P223,2023,693187.2035,3802753.56,6.3012,26.465,2.0714,1.7009,80.2632,68.3972,0.291,0.058591645,0.03317406,0,0.79835403,0.06822611,0.004084906,135,1.358142376,0,38.19046084,2
P251,2023,710437.2035,3832423.56,10.502,131.695,4.0938,2.615,78.2895,13.5323,0.6901,0.430053003,0.029333516,0,0.773519158,0.069805376,0,114,1.286248446,0,34.43164241,2
P256,2023,714577.2035,3831733.56,21.004,109.0107,4.3043,1.7093,66.5198,30.0979,0.5468,0.228737698,0.001890359,0,0.769771755,0.058286121,0.03317406,54,3.909776688,78.89373751,36.13451779,3
P280,2023,691117.2035,3828973.56,6.3012,102.7095,3.025,2.039,89.2287,29.5185,0.5639,0.637440056,0.113778968,0,0.851183653,0.081000616,0.02268431,54,0.824284494,0,35.24646596,3
P284,2023,694567.2035,3803443.56,21.004,89.477,3.7826,1.5849,72.2944,32.8849,0.5512,0.229791164,0.014645804,0,0.770092487,0.07610635,0.010405935,117,1.328990221,16.6982627,35.39146074,3
P303,2023,691117.2035,3839323.56,18.9036,115.3119,3.4848,2.7907,83.4343,15.9057,0.6931,0.406681892,0.082281491,0,0.832889855,0.053991233,0.002928313,113,0.651073337,0,34.28835673,2
P309,2023,730448.3673,3803448.766,2.1409,6.4226,1.1739,1.1739,99.1853,93.3112,0.0543,0.986065548,0.001921423,0,0.901723981,0.135705646,0,13,0.541158438,0,30.83952208,2
P316,2023,709747.2035,3831043.56,16.8032,131.0649,3.6774,2.1292,80.285,14.3233,0.6825,0.26907994,0.155630162,0,0.775937438,0.082432018,0.003780718,171,3.016382694,0,35.83066338,3
P318,2023,692497.2035,3836563.56,2.1004,29.6156,1.4444,1.4444,97.8378,67.9642,0.2865,0.886685435,0.032613175,0,0.883561373,0.098526075,0,18,0.68459183,0,32.23780018,2
P319,2023,705607.2035,3811033.56,4.2008,6.3012,1.5,1.2222,0,95.2315,0.035,0.003261741,0.002367429,0,0.693172395,0.035828605,0,190,4.260860443,0,41.46450281,3
P334,2023,683527.2035,3829663.56,10.502,26.465,2.625,1.2556,40.9091,82.2008,0.129,0.007561437,0.02127102,0,0.520406485,0.052026254,0.281199114,350,0.958456933,3.745467014,39.69692676,4
P336,2023,691807.2035,3821383.56,6.3012,71.8336,2.5185,1.6216,87.1473,29.6223,0.6321,0.327043984,0.005671078,0,0.783003509,0.037190326,0.052930057,223,3.826870918,17.33333333,37.07590627,3
P360,2023,684217.2035,3824143.56,4.2008,73.0939,2.3947,2.3383,92.1131,29.2202,0.6334,0.541471138,0.129701016,0,0.757567823,0.05002769,0.001890359,71,0.537168324,0,33.69198706,2
P365,2023,713887.2035,3814483.56,8.4016,45.9987,2.8,1.7677,70.9677,60.5226,0.3296,0.073759844,0.029541221,0,0.699090958,0.070048578,0.008515575,340,1.626669288,0,41.30832855,3
P369,2023,708367.2035,3806893.56,2.1004,45.3686,2,2,88.764,48.168,0.4821,0.17318029,0.018903592,0,0.672330558,0.107759229,0.062381853,180,7.519755363,3.571428571,40.10286178,4
P371,2023,671107.2035,3799993.56,6.3012,62.3819,2.52,2.0235,86.7596,33.8777,0.6065,0.26965691,0.020793951,0,0.712418318,0.051961166,0.001890359,77,0.921665311,0,36.29199646,2
P376,2023,680077.2035,3828283.56,14.7028,80.0252,3.4286,2.543,71.8232,40.1911,0.4876,0.097927579,0.087808927,0,0.59592855,0.079748175,0.021879064,185,0.828772724,4.177971261,36.92117483,3
P384,2023,693187.2035,3825523.56,2.1004,108.3806,3.1,3.1,88.8298,28.6152,0.5639,0.721873172,0.030305573,0,0.865653098,0.059081781,0,47,0.724202335,0,32.25297722,2
P386,2023,684217.2035,3817933.56,6.3012,52.9301,2.04,1.4459,90.8127,36.5187,0.6031,0.282568663,0.008038506,0,0.665730238,0.063890034,0,318,49.43212891,0,38.83759728,5
P388,2023,697327.2035,3824833.56,23.1044,69.9433,3.7222,1.3044,65.9722,47.251,0.4281,0.12905733,0.026840364,0,0.758969963,0.057094282,0.143278281,196,1.592920184,0.267400375,37.41892852,3
P410,2023,675247.2035,3798613.56,8.4016,15.753,2,1.1,63.6364,84.5157,0.129,0.019362743,0.008861671,0,0.699498713,0.043282416,0.030704898,289,0.930719614,0,39.09418855,3
P419,2023,700087.2035,3823453.56,33.6064,153.1191,5.24,2.1432,62.5442,18.9663,0.6031,0.071082977,0.225054475,0,0.786330402,0.048954126,0,66,1.423894763,0,37.74026853,2
P431,2023,682147.2035,3820003.56,18.9036,51.0397,3.3125,1.3271,63,58.0607,0.3458,0.109383315,0.003780718,0,0.710006714,0.044489915,0,100,21.41904259,0,35.40768144,4
P433,2023,702847.2035,3828973.56,10.502,74.3541,2.2632,1.7464,92.8571,28.9121,0.6334,0.476348354,0.202125803,0,0.854163289,0.099564276,0,41,0.729131579,0,33.832723,2
P438,2023,677317.2035,3831733.56,6.3012,39.0674,1.85,1.4697,90.4494,49.8243,0.4821,0.190099205,0.001890359,0,0.748785973,0.08852218,0,79,1.526610255,0,37.37606067,2
P444,2023,692497.2035,3803443.56,14.7028,30.2457,2.7778,1.0982,44.8276,79.1261,0.1547,0.029768677,0.005194008,0,0.75315398,0.067191092,0.152968368,280,2.719762564,0.702964728,41.0257037,3
P449,2023,706297.2035,3809653.56,18.9036,49.1493,3.5,1.5412,46.4286,68.0825,0.2386,0.024735216,0.037807183,0,0.667238712,0.065382195,0,228,3.767749071,0,37.51312065,3
P451,2023,663512.8268,3817929.017,2.1327,7.6775,1.087,1.087,99.5927,91.5429,0.0713,0.983184506,0.002401983,0,0.876900911,0.072479597,0,50,0.372503698,0,30.72342793,2
P459,2023,716647.2035,3832423.56,21.004,144.9275,5,2.3678,64.4128,20.0811,0.6015,0.207295822,0.08336559,0,0.73111093,0.105579055,0.042886791,75,3.745800734,0,35.55865392,3
P474,2023,706297.2035,3811723.56,8.4016,52.9301,2.4211,1.5507,81.3793,50.4781,0.4313,0.00141329,0.157747978,0,0.66593492,0.054895617,0.165824201,678,3.084795475,0.230624641,41.08237681,4
P477,2023,677317.2035,3799303.56,14.7028,99.5589,3.3333,2.5371,80.1262,24.1511,0.6307,0.22692407,0.089699286,0,0.774715841,0.033048909,0.03832616,208,0.720043004,0.252090271,36.68169751,3
P478,2023,689737.2035,3833803.56,4.2008,11.9723,1.5,1.0278,90,76.2279,0.2486,0.04124739,0.023828236,0,0.699871361,0.054745071,0.111489283,319,3.639753819,0.344959439,41.07483239,3
P483,2023,695257.2035,3826903.56,10.502,76.2445,2.3659,1.9277,92.6797,35.6138,0.549,0.718233405,0.036393894,0,0.866467476,0.079639276,0.007907532,50,0.82530272,436.9568933,34.10116733,3
P486,2023,699397.2035,3824143.56,2.1004,33.3963,1.2727,1.2727,98.6425,59.8913,0.3726,0.820026863,0.051558675,0,0.809746921,0.089173996,0,44,1.191862106,0,34.40358176,2
P496,2023,680077.2035,3832423.56,2.1004,5.6711,1.5,1.5,50,94.4029,0.0445,0.002367429,0.006148147,0,0.701214373,0.062798432,0.022063599,442,1.101138353,0,40.48223364,3
P500,2023,724237.2035,3830353.56,2.1004,1.8904,1,1,0,98.2058,0.0137,0.001431208,0.00141329,0,0.684981465,0.062277465,0.000518977,195,3.829202414,0,38.75261309,2
P504,2023,691807.2035,3828283.56,8.4016,97.6686,2.8974,2.5581,89.6792,27.341,0.598,0.674864487,0.043895504,0,0.873406768,0.064778881,0,38,0.650638044,0,34.3160315,2
P509,2023,704917.2035,3813103.56,14.7028,36.5469,2.5833,1.2937,63.4615,71.2596,0.2283,0.044414481,0.015122873,0,0.710863113,0.058840653,0.030608415,373,5.272176266,0,39.56285335,3
P522,2023,695257.2035,3827593.56,8.4016,84.436,2.8286,1.9216,88.2569,22.1932,0.6885,0.48797442,0.050389746,0,0.847628057,0.074244682,0.003929611,70,0.742777526,0,34.69698543,2
P540,2023,714577.2035,3833803.56,8.4016,158.1601,4.5588,3.3139,77.5926,9.9375,0.6895,0.43260598,0.113397561,0,0.778784871,0.101546842,0.003303649,49,2.067002058,0,34.85471146,3
P553,2023,671797.2035,3812413.56,4.2008,43.4783,2.4706,2.1159,78.2609,57.1673,0.3763,0.065692098,0.064230304,0,0.704709113,0.030042319,0.051744223,186,3.073960543,0,39.44508036,3
P587,2023,711127.2035,3835873.56,6.3012,9.4518,1.8,1.1667,42.8571,91.8863,0.0621,0.008628631,0.001890359,0,0.634469271,0.049946575,0.589326839,88,1.097310543,19.90713484,42.07302499,4
P604,2023,684217.2035,3824833.56,6.3012,85.6963,2.8387,1.8995,86.7133,22.2442,0.6846,0.389713938,0.053681741,0,0.768022239,0.030788129,0.014168735,118,0.513875782,0,35.20639407,3
P606,2023,695947.2035,3802063.56,27.3052,60.4915,4.1429,1.3062,38.8889,62.4017,0.2819,0.031413662,0.045153831,0,0.748133898,0.060191766,0,125,1.739653707,0,37.2499445,2
P608,2023,691807.2035,3847603.56,14.7028,20.1638,2.8333,1.0833,8.3333,87.6689,0.0862,0.007561437,0.008413842,0,0.643249154,0.115682297,0.125988027,527,3.581865311,0,38.92369671,3
P619,2023,687667.2035,3811033.56,4.2008,4.4108,1.3333,1,0,96.5452,0.0249,0.001890359,0.002409336,0,0.683524668,0.061574734,0.032136106,309,2.280097246,100,39.53338785,3
P620,2023,687667.2035,3800683.56,10.502,105.8601,3.1429,2.8539,86.535,18.1912,0.686,0.48711835,0.06101047,0,0.789593458,0.076932037,0,114,1.112761974,0,35.57105144,2
P621,2023,693187.2035,3796543.56,8.4016,120.3529,3.4286,3.2102,84.4607,15.506,0.6881,0.382285881,0.16748421,0,0.800223053,0.082523575,0.04536862,129,0.42255944,0,37.38201524,3
P634,2023,679387.2035,3829663.56,18.9036,52.2999,3.2143,1.3669,58.1081,63.0932,0.2865,0.068892668,0.011861132,0,0.71385771,0.073550117,0.014603896,246,1.074413657,0,37.21119416,2
P643,2023,685597.2035,3842083.56,27.3052,109.0107,4.5833,1.566,66.6667,27.0639,0.5798,0.227638037,0.046221025,0,0.762896419,0.117417531,0.068529999,43,2.119419336,1.167802413,36.28764871,3
P650,2023,695257.2035,3799303.56,4.2008,46.6289,1.8889,1.8103,92.8783,34.9959,0.6437,0.125783741,0.220625638,0,0.646107972,0.058348466,0.15720925,263,0.994462788,0,40.02985859,4
P669,2023,696637.2035,3795163.56,2.1004,25.8349,1.4444,1.4444,97.9145,75.9256,0.2016,0.943098425,0.004299695,0,0.912737131,0.070605059,0,28,0.650805831,0,34.41995228,2
P695,2023,686287.2035,3800683.56,8.4016,85.6963,2.5,1.8394,92.2414,38.9525,0.4903,0.73153658,0.06946622,0,0.83066088,0.098027421,0,40,0.797741055,0,33.79397277,2
P702,2023,693187.2035,3849673.56,10.502,15.753,2.1667,1.0952,12.5,89.8825,0.0704,0.010823178,0.001890359,0,0.722016573,0.09127158,0.001890359,101,3.106820583,0,36.41649946,2
