LID,Year,lon,lat,PD,ED,LSI,AWMSI,AI,CONTAG,SHDI,FP,GP,WP,FVC,ECV,BP,POP,GDP,UEI,Temperature,Coupling Coordination Level
P1603,2023,691117.2035,3804133.56,10.502,13.2325,2.2,1,14.2857,91.1249,0.0621,0.011342155,0,0,0.698428273,0.033115358,0.407248221,725,4.337529182,1.416863735,40.89548278,4
P1607,2023,718027.2035,3814483.56,8.4016,25.8349,2.2727,1.4325,68.8889,75.4459,0.2071,0.048641684,0,0,0.728111923,0.064253741,0.076091436,348,7.819436073,0.509523378,40.80667201,3
P1608,2023,719407.2035,3807583.56,4.2008,76.8746,2.4474,1.9062,91.7169,27.9524,0.6387,0.658582995,0,0,0.849155128,0.065365844,0,52,0.849538028,0,33.60913253,2
P1621,2023,704917.2035,3834493.56,4.2008,68.683,2,1.8241,94.8035,39.4502,0.5212,0.778402305,0,0,0.888912082,0.102745066,0.009970773,52,0.529114485,0,34.21965491,2
P1625,2023,708367.2035,3817933.56,4.2008,9.4518,1.8,1.3333,42.8571,91.8863,0.0621,0.013507129,0,0,0.730865657,0.050519829,0.084129942,266,2.686197519,0,40.91281641,3
P1628,2023,709057.2035,3843463.56,4.2008,3.1506,1.3333,1,0,96.9609,0.0249,0.002438577,0,0,0.758421183,0.102583161,0,137,2.846428633,0,39.11185165,2
P1635,2023,679387.2035,3855193.56,12.6024,28.9855,2.5556,1.2368,51.7241,79.3254,0.1547,0.035916824,0,0,0.723922133,0.143288558,0.013274422,253,4.857135773,0,37.6523569,3
P1636,2023,748387.2035,3822073.56,2.1004,1.8904,1,1,0,98.2058,0.0137,0.001371382,0,0,0.674737036,0.029283411,0.240162275,495,5.764794827,1.524831325,42.74247416,4
P1638,2023,682147.2035,3802063.56,2.1004,2.5205,1,1,100,97.0042,0.0249,0.005337649,0,0,0.73079294,0.039485073,0.107666657,345,0.935560584,0,40.62525291,3
P1645,2023,729757.2035,3837943.56,6.3012,17.6434,2.125,1.5,55,84.6454,0.1222,0.029709864,0,0,0.801594019,0.050502727,0.168723274,334,17.62454987,0.62995214,37.32348321,4
P1646,2023,674557.2035,3854503.56,2.1004,3.1506,1,1,100,96.7967,0.0249,0.003261741,0,0,0.695651412,0.152842646,0.02268431,127,2.277834654,0,40.86171897,3
P1653,2023,708367.2035,3846223.56,21.004,131.695,4.3333,1.8677,73.2938,17.802,0.6437,0.352653188,0,0,0.813868284,0.096384871,0.003780718,74,2.53243947,0,34.30086282,3
P1670,2023,709057.2035,3833803.56,2.1004,8.1916,1.1087,1.1087,99.5,92.185,0.0621,0.989223981,0,0,0.88631779,0.114506803,0,33,0.753079832,0,32.20017189,2
P1674,2023,716647.2035,3830353.56,14.7028,57.3409,3.4118,1.4358,67.2,52.5964,0.3943,0.13703601,0,0,0.712750614,0.04433905,0,85,8.204738617,0,37.45494925,3
P1683,2023,704227.2035,3849673.56,14.7028,55.4505,3.5714,1.4561,53.8462,61.7538,0.2954,0.086002383,0,0,0.730119288,0.141409436,0.018903592,154,9.630067825,2.222222222,36.76885583,3
P1694,2023,733897.2035,3815863.56,6.3012,17.0132,1.75,1.2308,66.6667,85.3655,0.1153,0.026566762,0,0,0.735702872,0.053930288,0.250219601,695,2.613262415,1.11672871,43.32301345,4
P1708,2023,734587.2035,3831733.56,6.3012,58.6011,2.8889,1.8219,73.4375,51.7811,0.4013,0.141235804,0,0,0.74590534,0.062087249,0.181874331,789,3.591207504,0.424576524,37.33329476,4
P1709,2023,732517.2035,3805513.56,8.4016,84.436,3.4583,2.8254,77.3077,31.1792,0.5817,0.263392777,0,0,0.858903289,0.073024425,0.002236454,108,0.950882316,0,37.40113418,2
P1712,2023,690427.2035,3837253.56,2.1004,20.1638,1.3043,1.3043,98.5685,82.3225,0.1421,0.969939802,0,0,0.907521009,0.158315056,0.001890359,24,0.665151894,0,32.64345529,2
P1721,2023,728377.2035,3810343.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.69405508,0.065425931,0.247249048,816,4.833879948,0.154089442,41.94706602,4
P1722,2023,710437.2035,3818623.56,2.1004,1.8904,1,1,100,97.221,0.0249,0.002438577,0,0,0.739961803,0.033537649,0,294,3.239853859,0,42.13292142,3
P1725,2023,718717.2035,3817243.56,10.502,14.4928,2.4,1.1111,0,91.0459,0.0621,0.012768112,0,0,0.680553794,0.041321168,0.416846016,886,21.2435627,0.208446669,40.59100025,4
P1728,2023,726307.2035,3868993.56,6.3012,36.5469,2.3077,1.5468,73.0159,68.6647,0.2584,0.073348672,0,0,0.84850359,0.055759788,0.154584599,189,28.35716248,0,38.89453148,4
P1729,2023,733897.2035,3828973.56,12.6024,71.8336,3.2857,1.6686,74.8691,40.5684,0.5009,0.203801373,0,0,0.766119838,0.059903718,0.008932819,394,2.746373415,0,35.28126927,3
P1736,2023,686287.2035,3831043.56,8.4016,7.5614,2,1,0,94.1797,0.0445,0.009165526,0,0,0.647469699,0.032442937,0.076406946,426,1.248105764,0.50736601,39.62955929,3
P1737,2023,740107.2035,3836563.56,4.2008,7.5614,1.5,1.2222,0,94.8585,0.035,0.005671078,0,0,0.63145256,0.034434166,0.558761344,657,15.48852634,0.117434516,39.22339738,4
P1739,2023,738037.2035,3834493.56,4.2008,39.0674,2.2667,2.0057,77.6471,63.4939,0.3129,0.094643681,0,0,0.624462068,0.042825648,0.192136624,527,6.910782814,2.243703862,38.10472179,4
P1740,2023,695947.2035,3812413.56,2.1004,12.6024,1.4286,1.4286,80,87.6843,0.1011,0.020793951,0,0,0.70768553,0.043685806,0.082698734,266,7.878921986,0,39.4865808,3
P1752,2023,733207.2035,3831733.56,10.502,65.5325,3.2941,1.5358,69.2913,50.7446,0.3978,0.136063953,0,0,0.763412118,0.03742151,0.252759911,471,5.00339222,0.30711558,37.30408713,4
P1762,2023,731137.2035,3808963.56,8.4016,23.9445,2.3333,1.2105,58.6207,80.3725,0.1547,0.035916824,0,0,0.753104031,0.062181711,0.030245747,349,1.433564067,1.333333333,37.53705128,3
P1764,2023,731827.2035,3828973.56,12.6024,65.5325,3.6875,1.6099,60.9091,53.6651,0.3651,0.124030952,0,0,0.731704056,0.048016501,0.05289422,387,5.27800703,4.086898886,36.57687401,3
P1786,2023,693187.2035,3804133.56,4.2008,12.6024,1.5714,1,76.4706,87.0828,0.1083,0.022249148,0,0,0.740030527,0.049197621,0.052489644,261,2.199996948,1.784478076,41.66594294,3
P1787,2023,687667.2035,3813103.56,2.1004,25.8349,1.6923,1.6923,86.1538,70.8833,0.2632,0.072167077,0,0,0.524407387,0.04313253,0.639233739,1727,23.7621727,2.702387503,41.68578917,5
P1796,2023,735277.2035,3811033.56,4.2008,5.041,1.25,1,50,95.412,0.035,0.00562917,0,0,0.751905739,0.032694798,0.049520436,359,4.752873898,2.857142857,42.86074448,3
P1813,2023,740797.2035,3835873.56,4.2008,10.712,1.5,1.1429,62.5,90.8029,0.0704,0.012755445,0,0,0.595196247,0.021785829,0.577675245,1013,17.77148247,1.866507107,40.98897814,5
P1817,2023,758737.2035,3828283.56,2.1004,2.5205,1,1,100,96.1649,0.035,0.00562917,0,0,0.609690547,0.037072943,0.26442384,519,76.85627747,0,43.68337067,5
P1820,2023,695947.2035,3842083.56,2.1004,5.041,1.3333,1.3333,0,96.3452,0.0249,0.003780718,0,0,0.599982262,0.055544752,0.282616642,1041,6.541183949,1.358738876,39.89972801,4
P1830,2023,711127.2035,3843463.56,10.502,28.9855,2.5455,1.2491,58.5366,75.681,0.196,0.052882078,0,0,0.74486506,0.076621581,0.012380109,147,2.22156477,3.604202587,36.85790537,3
P1845,2023,709057.2035,3813793.56,4.2008,6.3012,1.4,1,60,93.4504,0.0535,0.009451796,0,0,0.678633988,0.036113625,0.428647129,857,3.457688093,0.268151234,39.32411295,4
P1847,2023,715267.2035,3871063.56,6.3012,12.6024,1.8333,1.125,50,89.6622,0.0784,0.014168735,0,0,0.523233414,0.229872885,0.09937011,156,0.842973053,0,38.89493657,3
P1850,2023,721477.2035,3870373.56,10.502,50.4096,2.9286,1.6692,63.5135,63.4173,0.2865,0.082221665,0,0,0.728363812,0.22123288,0.013232514,162,1.004974246,0,39.91608093,2
P1859,2023,718027.2035,3812413.56,2.1004,5.041,1,1,100,95.3548,0.035,0.005671078,0,0,0.7376858,0.053414235,0.027317434,373,1.64696455,10.58097784,40.74970394,3
P1867,2023,707677.2035,3848293.56,2.1004,3.1506,1,1,100,95.9497,0.035,0.004114147,0,0,0.702440023,0.078430918,0.062858922,150,3.632129431,2.389686394,37.03910432,3
P1880,2023,699397.2035,3837253.56,4.2008,47.8891,1.8605,1.2933,95.7225,53.5441,0.4082,0.855187764,0,0,0.886845112,0.14512974,0.013751491,36,0.65297842,14.03660196,33.59615714,3
P1882,2023,713887.2035,3836563.56,6.3012,9.4518,1.8,1,42.8571,91.8863,0.0621,0.012773363,0,0,0.771558762,0.053172282,0.011342155,124,3.701569557,0,38.89295841,3
P1886,2023,695257.2035,3833803.56,4.2008,57.971,1.9048,1.8551,95.3202,44.3933,0.4903,0.795367366,0,0,0.881540716,0.078306681,0,28,0.498356074,0,31.20037807,2
P1887,2023,671797.2035,3853123.56,6.3012,8.1916,1.75,1,25,93.7814,0.0445,0.007084367,0,0,0.60236603,0.071236374,0.146655436,564,0.988561809,0.804497403,41.9915948,3
P1891,2023,660067.2035,3809653.56,2.1004,7.5614,1,1,100,91.6565,0.0704,0.013232514,0,0,0.724736214,0.012687428,0.296774248,618,1.31090343,0.38962664,40.18572017,4
P1897,2023,701467.2035,3815173.56,2.1004,26.465,2.25,2.25,73.2143,72.6601,0.2386,0.061577426,0,0,0.783123851,0.066831937,0.013232514,200,2.120461941,0,37.6344811,3
P1898,2023,697327.2035,3837253.56,2.1004,34.6566,1.4889,1.4889,97.6963,73.0815,0.2125,0.945006702,0,0,0.936353028,0.085361462,0,11,0.650805831,0,31.99688034,2
P1906,2023,682837.2035,3841393.56,4.2008,32.7662,1.9333,1.5908,83.908,64.6855,0.3171,0.09540702,0,0,0.639897645,0.066088148,0.058510723,277,5.93175745,12.6471277,39.82658597,3
P1922,2023,681457.2035,3854503.56,4.2008,5.041,1.25,1,50,95.412,0.035,0.004675031,0,0,0.693533003,0.082684189,0.001890359,101,15.69047737,0,40.27585341,3
P1934,2023,753217.2035,3819313.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.688034773,0.0305881,0.005080952,203,14.07911301,6.878238259,42.43517836,3
P1946,2023,745627.2035,3830353.56,4.2008,18.9036,1.8889,1.5,74.1935,81.0417,0.1609,0.039238392,0,0,0.586409211,0.035577405,0.723062912,1661,38.20636749,0.318724862,42.71032455,5
P1957,2023,707677.2035,3845533.56,18.9036,70.5734,3.2632,1.2711,70.7483,46.5855,0.4345,0.159154184,0,0,0.816885054,0.071485686,0,183,2.569371462,0,35.50735854,3
P1962,2023,735967.2035,3801373.56,2.1004,60.4915,2.0476,2.0476,94.7619,47.2306,0.4501,0.835629651,0,0,0.876495302,0.143299398,0,34,1.145283699,0,33.63292915,2
P1999,2023,689737.2035,3823453.56,10.502,47.8891,2.6071,1.3148,87.3596,33.6464,0.6551,0.367284492,0,0,0.78933841,0.055752088,0.108209624,135,0.725515902,0.724075068,36.98209657,3
P2009,2023,737347.2035,3833113.56,4.2008,6.3012,1.25,1,50,95.0453,0.035,0.005671078,0,0,0.636208296,0.048857055,0.176072767,603,5.523354054,0.723632267,38.6585383,4
P2015,2023,721477.2035,3813103.56,4.2008,5.6711,1.5,1.2222,0,95.423,0.035,0.005623919,0,0,0.657944798,0.051406705,0.398839437,962,9.749578476,0.121551625,42.83967836,4
P2026,2023,726307.2035,3822073.56,4.2008,18.9036,1.875,1.3047,70.8333,83.1733,0.1356,0.030764724,0,0,0.6798563,0.040103067,0.113922609,450,8.098495483,0.337466966,40.75194776,4
P2033,2023,682837.2035,3840013.56,4.2008,10.0819,1.4444,1.2206,84,85.0854,0.1421,0.027203033,0,0,0.607728004,0.111706899,0.1963185,766,6.338527679,0.801181852,40.52625481,4
P2035,2023,696637.2035,3833803.56,2.1004,8.8217,1.1522,1.1522,99.3028,93.6108,0.0445,0.992438563,0,0,0.925216198,0.044870445,0,36,0.456532001,0,29.7840466,2
P2052,2023,726997.2035,3834493.56,8.4016,11.9723,1.8571,1,60,87.8542,0.1011,0.017501624,0,0,0.778054774,0.061698325,0.038266334,292,3.492761612,12.40091031,35.8193702,3
P2053,2023,721477.2035,3811033.56,10.502,25.8349,2.5556,1.3835,51.7241,79.9879,0.1547,0.037085752,0,0,0.661861539,0.081587293,0.111809032,757,2.200857878,0.974348259,40.27920578,3
P2054,2023,731137.2035,3836563.56,10.502,20.794,2.1,1.2727,67.6471,79.5405,0.173,0.047915526,0,0,0.752295017,0.091763274,0.08980102,344,9.989593506,1.005761103,36.72256591,4
P2061,2023,715267.2035,3835873.56,6.3012,27.7253,2.2,1.7143,62.5,78.4715,0.167,0.039697543,0,0,0.682524502,0.048208239,0.012565658,163,5.617540836,38.44906112,38.23241282,3
P2076,2023,731827.2035,3818623.56,2.1004,5.041,1,1,100,95.3548,0.035,0.005671078,0,0,0.808327258,0.042120786,0.233759837,386,1.954301715,0,38.48469939,4
P2081,2023,738727.2035,3828283.56,2.1004,6.3012,1.25,1.25,75,94.1854,0.0445,0.007561437,0,0,0.694939077,0.090609612,0.064336276,168,2.687515259,0.605438839,37.22172042,3
P2087,2023,726307.2035,3806203.56,10.502,32.1361,2.5455,1.4368,63.8298,73.5639,0.2125,0.053300141,0,0,0.753995061,0.070672136,0.178479257,406,0.954900205,6.98951204,41.52046414,4
P2104,2023,705607.2035,3844153.56,6.3012,9.4518,1.6667,1.15,60,90.4537,0.0784,0.014389107,0,0,0.63677603,0.085062108,0.024060943,609,5.806389809,0,40.0698046,3
P2107,2023,713197.2035,3833113.56,10.502,93.2577,2.8056,1.7149,89.1304,21.6602,0.6733,0.607510832,0,0,0.780343115,0.103863203,0,147,1.322663188,0,34.62129497,2
P2111,2023,720097.2035,3813103.56,6.3012,8.8217,1.75,1,25,93.6108,0.0445,0.008515575,0,0,0.738630593,0.041443463,0.100180607,580,7.219697952,0.856520901,40.67669868,3
P2114,2023,733897.2035,3822763.56,2.1004,5.041,1.3333,1.3333,0,96.3452,0.0249,0.004168721,0,0,0.738697767,0.04559053,0.147778266,539,3.251233101,0.618171422,40.06105304,3
P2124,2023,770467.2035,3819313.56,2.1004,4.4108,1.3333,1.3333,0,96.5452,0.0249,0.003780718,0,0,0.79339993,0.035274423,0.074470441,167,0.808075905,0,50.11377593,3
P2126,2023,708367.2035,3846913.56,18.9036,38.4373,3.3636,1.2529,44.6809,72.4011,0.2125,0.051921343,0,0,0.827835143,0.083607013,0.010346109,74,2.118163109,0,35.96316136,2
P2130,2023,772537.2035,3831733.56,2.1004,3.7807,1,1,100,95.7447,0.035,0.005671078,0,0,0.686158299,0.043923402,0.466586631,437,1.113971353,0.583760627,45.30695122,4
P2147,2023,763567.2035,3817933.56,2.1004,1.2602,1,1,0,98.4448,0.0137,0.001025287,0,0,0.631417215,0.028676384,0.502477108,545,12.17024612,0.804156345,45.44356175,4
P2150,2023,707677.2035,3836563.56,6.3012,61.7517,2.027,1.8186,93.8611,29.3753,0.664,0.636844872,0,0,0.824515045,0.120458604,0.019362743,52,0.695624709,0,35.35895393,3
P2155,2023,676627.2035,3804823.56,2.1004,12.6024,1.25,1.25,88.8889,86.5123,0.1153,0.024574669,0,0,0.710452795,0.06498353,0.211015701,250,0.725726366,0.180787192,40.64460527,4
P2159,2023,735277.2035,3829663.56,18.9036,110.271,3.96,2.2341,72.6937,25.6969,0.5927,0.276176974,0,0,0.819105983,0.035842177,0.053109009,509,2.558180094,1.124281223,36.56250906,3
P2161,2023,695257.2035,3813103.56,2.1004,3.1506,1,1,100,96.7967,0.0249,0.003780718,0,0,0.689040661,0.04243844,0.083880329,242,4.967577934,0.944004172,39.71145301,3
P2168,2023,709747.2035,3840013.56,4.2008,13.8626,1.875,1.2444,68.1818,85.0098,0.129,0.024245479,0,0,0.700961113,0.077639826,0.210318259,437,1.890439391,0.366104711,41.43664257,4
P2171,2023,700087.2035,3812413.56,2.1004,8.8217,1,1,100,87.1244,0.1222,0.025427074,0,0,0.66108197,0.041397667,0.403852087,865,11.45869923,1.240087728,40.19579928,4
P2173,2023,692497.2035,3824143.56,10.502,27.0951,2.6,1.3588,52.9412,78.1186,0.173,0.039034924,0,0,0.768661201,0.046601569,0.011342155,288,0.736576617,0,39.42420507,2
P2183,2023,738727.2035,3835873.56,10.502,44.1084,2.5,1.4628,70.8333,65.0416,0.2819,0.083193722,0,0,0.676428914,0.095478912,0.173955964,605,10.04021645,10.945718,38.77658421,4
P2185,2023,732517.2035,3815863.56,2.1004,6.3012,1,1,100,93.4251,0.0535,0.009451796,0,0,0.701911867,0.057062188,0.108926816,502,1.977365375,1.382441804,39.63992027,3
P2194,2023,760807.2035,3813793.56,2.1004,8.8217,1.1667,1.1667,87.5,91.288,0.0704,0.013232514,0,0,0.54441154,0.029365514,0.54785098,544,10.74941731,0.775209694,43.07950106,5
P2206,2023,758737.2035,3828973.56,4.2008,4.4108,1.5,1,50,94.7769,0.0445,0.009034552,0,0,0.635176182,0.036635748,0.44857365,586,77.14356995,0,43.58031592,5
P2211,2023,731137.2035,3822073.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.731547296,0.027672496,0.31059111,637,2.91152668,0.371971461,43.16698175,4
P2213,2023,725617.2035,3805513.56,4.2008,47.259,2.45,2.2737,83.7079,47.6145,0.4821,0.176283697,0,0,0.754608631,0.083255802,0.001890359,477,0.847532034,0,38.04077143,2
P2218,2023,687667.2035,3822763.56,2.1004,5.6711,1.0652,1.0652,99.7012,94.4029,0.0445,0.992045309,0,0,0.938315332,0.092819178,0,8,0.716385841,0,29.80696305,2
P2236,2023,684907.2035,3815173.56,2.1004,10.0819,1.1429,1.1429,94.1176,87.8277,0.1083,0.02268431,0,0,0.482782334,0.039197353,0.373642703,3115,69.05776978,0,42.03460382,5
P2237,2023,696637.2035,3816553.56,4.2008,23.3144,1.75,1.3719,83.3333,73.9436,0.2335,0.064767199,0,0,0.665809691,0.012267589,0.268679602,980,8.798453331,22.82927937,41.49950433,4
P2247,2023,703537.2035,3848983.56,12.6024,34.6566,3.1111,1.31,38.7097,77.7851,0.1609,0.037330114,0,0,0.734314919,0.09054235,0.057623006,182,12.22463894,0,38.40776994,3
P2260,2023,681457.2035,3826903.56,2.1004,10.0819,1.1304,1.1304,99.3915,87.2399,0.1153,0.976856539,0,0,0.834661901,0.102527232,0,17,0.631037533,0,31.80273259,2
P2267,2023,725617.2035,3812413.56,8.4016,25.2048,2.2727,1.375,68.8889,75.5949,0.2071,0.055960103,0,0,0.700057328,0.101685427,0.097938901,472,3.265142679,0.284025561,39.78497188,3
P2271,2023,710437.2035,3845533.56,18.9036,80.6553,3.6111,1.6726,66.4286,45.9854,0.4216,0.149380282,0,0,0.794026971,0.062810672,0.007084367,91,2.646932364,0,35.39966766,3
P2276,2023,692497.2035,3812413.56,6.3012,15.1229,1.75,1.3673,70,85.2478,0.1222,0.026029867,0,0,0.676940203,0.063113162,0.036949527,278,3.885777235,84.12666735,40.43072908,3
P2283,2023,680767.2035,3833803.56,4.2008,28.9855,2,1.4005,79.3651,70.432,0.2584,0.073741926,0,0,0.686196983,0.088870179,0.000388003,179,1.110024452,0,37.89250238,2
P2288,2023,680767.2035,3855883.56,8.4016,24.5747,2.5,1.2726,40,83.1998,0.1222,0.026465028,0,0,0.731890082,0.228265379,0.238138096,221,2.810602665,0.445944618,40.54653181,4
P2313,2023,689737.2035,3837253.56,2.1004,0,1,1,100,0,0,1,0,0,0.904996514,0.103517773,0,12,0.70287782,0,32.31375237,2
P2322,2023,681457.2035,3855193.56,6.3012,6.9313,1.75,1,25,94.128,0.0445,0.007561437,0,0,0.728757381,0.175275061,0.031098152,92,7.829605103,0,39.36582932,3
P2331,2023,666967.2035,3850363.56,4.2008,7.5614,1.6,1.1333,40,93.1478,0.0535,0.010405935,0,0,0.622525632,0.089568113,0.067144937,282,1.498970628,0,44.40322086,3
P2340,2023,702157.2035,3838633.56,6.3012,105.23,3.2143,2.3286,82.1839,21.3984,0.6507,0.354082038,0,0,0.773131609,0.09039731,0.022726218,138,0.818720639,0,35.70856503,3
P2351,2023,731137.2035,3832423.56,6.3012,17.0132,1.8889,1.1421,72.4138,82.0368,0.1547,0.035612636,0,0,0.661204755,0.029997584,0.304746332,705,10.72452641,1.464608312,37.36617079,4
P2352,2023,706297.2035,3845533.56,23.1044,63.6421,3.625,1.514,61.1111,54.3378,0.3613,0.109716218,0,0,0.836774349,0.109086268,0,59,4.114152908,0,34.49897694,3
P2370,2023,685597.2035,3806893.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.709153533,0.04267181,0.00141329,133,2.70163703,0,42.49687734,2
P2380,2023,736657.2035,3817243.56,2.1004,11.3422,1.25,1.25,90,86.3162,0.1222,0.026465028,0,0,0.754934311,0.050083792,0.059996506,409,3.847490311,3.739974323,42.47265798,3
P2381,2023,716647.2035,3813793.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.706446648,0.092797806,0.140324098,518,2.88368535,0.482212542,41.00982885,3
P2382,2023,695947.2035,3837943.56,2.1004,0,1,1,100,0,0,1,0,0,0.881352484,0.066546468,0,48,0.557361066,0,31.80363923,2
P2398,2023,690427.2035,3813103.56,2.1004,6.3012,1,1,100,93.4251,0.0535,0.009451796,0,0,0.660026371,0.032261316,0.200283754,916,10.15489101,0.243521742,41.86911968,4
P2403,2023,733897.2035,3835183.56,14.7028,50.4096,3.4286,1.3768,56.4103,62.6452,0.2954,0.092581453,0,0,0.689073563,0.055774218,0.16724592,601,8.226322174,0,36.58694746,4
P2436,2023,731137.2035,3835183.56,25.2048,101.4493,4.1905,1.6697,65.641,34.9834,0.5061,0.205888603,0,0,0.719795704,0.090005432,0.08443413,255,7.913537025,3.422717933,36.3631886,4
P2448,2023,737347.2035,3835873.56,4.2008,12.6024,1.6667,1.1333,66.6667,88.9501,0.0862,0.017144207,0,0,0.712384343,0.037516426,0.141629058,725,8.403010368,0.914072655,37.42452657,4
P2453,2023,702847.2035,3850363.56,2.1004,2.5205,1,1,100,97.0042,0.0249,0.004257788,0,0,0.737728894,0.095252177,0.023203287,101,4.981563091,0,39.2692848,3
P2454,2023,697327.2035,3851053.56,12.6024,18.2735,2.2857,1.1,30.7692,87.1347,0.0937,0.019380661,0,0,0.771104276,0.086342399,0.003780718,95,1.360321641,0,38.11775303,2
P2459,2023,757357.2035,3820693.56,2.1004,5.041,1,1,100,94.5536,0.0445,0.007561437,0,0,0.501915991,0.027465971,0.753888282,813,58.57136154,2.689419272,44.23706666,5
P2461,2023,752527.2035,3829663.56,4.2008,6.3012,1.25,1,50,95.0453,0.035,0.005671078,0,0,0.674594581,0.035706763,0.498241965,698,7.016124249,0.849659369,42.58878596,4
P2462,2023,691117.2035,3848983.56,2.1004,3.7807,1,1,100,96.5955,0.0249,0.003780718,0,0,0.609813333,0.093498595,0.061094286,499,4.995729923,0,39.39816388,3
P2487,2023,704227.2035,3834493.56,8.4016,84.436,2.7297,1.5288,90.0467,25.2657,0.6518,0.640289611,0,0,0.91189456,0.067695965,0.009451796,83,0.462606519,0,33.90508918,2
P2496,2023,722167.2035,3808273.56,6.3012,46.6289,1.9524,1.5627,89.8477,45.7148,0.5087,0.211857797,0,0,0.763504207,0.071507146,0.014067001,287,1.052824736,15.44766095,37.93075665,3
P2497,2023,691807.2035,3824143.56,2.1004,1.8904,1,1,0,98.2058,0.0137,0.002367429,0,0,0.776373088,0.023915864,0,451,0.677211404,0,41.48299069,2
P2499,2023,719407.2035,3835873.56,4.2008,5.6711,1.25,1,50,95.2273,0.035,0.005671078,0,0,0.653672159,0.087741785,0.078608577,128,23.48327827,0,35.55206028,4
P2501,2023,693877.2035,3852433.56,4.2008,4.4108,1.3333,1,0,96.5452,0.0249,0.003780718,0,0,0.716391742,0.110099694,0.004633124,143,6.727962017,0,38.06039008,3
P2509,2023,739417.2035,3800683.56,10.502,63.012,3.1667,2.2551,72.5352,48.869,0.4248,0.152948044,0,0,0.811833501,0.115292487,0.016077012,77,2.451352119,0,36.08937208,3
P2515,2023,680077.2035,3801373.56,6.3012,18.9036,1.6429,1.2675,88.75,69.9579,0.2999,0.095939677,0,0,0.754232347,0.051996931,0.014663722,150,0.829784095,2.959845651,39.42280726,2
P2527,2023,736657.2035,3802063.56,21.004,92.6276,4.2,1.6151,62.3529,39.6071,0.4708,0.178976078,0,0,0.866618216,0.085476494,0,88,1.533427358,0,36.63741598,2
P2530,2023,761497.2035,3830353.56,4.2008,4.4108,1.3333,1,0,96.5452,0.0249,0.003780718,0,0,0.470401168,0.050229994,0.856254959,1246,86.14247894,0.497783874,43.84763912,5
P2534,2023,736657.2035,3811033.56,2.1004,2.5205,1,1,100,96.1649,0.035,0.006190054,0,0,0.756262183,0.049802709,0.066687619,272,10.52336979,1.042424123,46.77118364,4
P2535,2023,678697.2035,3855883.56,8.4016,21.4241,2,1.0667,66.6667,81.4759,0.1485,0.034026465,0,0,0.69275552,0.194624338,0.232013119,439,1.768974543,1.209660626,38.78083406,4
P2537,2023,715267.2035,3844153.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.775710583,0.058395623,0.011342155,174,2.4376266,0,39.47227221,2
P2557,2023,693877.2035,3842083.56,6.3012,27.7253,2.25,1.4526,73.2143,72.3549,0.2386,0.061839706,0,0,0.686306,0.058957077,0.564427218,1652,8.883245468,0.067208367,41.90103357,5
P2559,2023,718027.2035,3811033.56,12.6024,25.8349,2.5,1.3333,60.5263,77.3561,0.1846,0.045840438,0,0,0.762137532,0.067588618,0.003780718,321,1.233191371,0,38.99801117,2
P2566,2023,697327.2035,3837943.56,2.1004,35.2867,1.5217,1.5217,97.5207,76.6643,0.173,0.959371488,0,0,0.945860982,0.057705112,0,22,0.650805831,0,32.25641527,2
P2573,2023,692497.2035,3842773.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.63500452,0.054646363,0.346119444,897,8.994094849,0.109831461,41.0926591,4
P2575,2023,736657.2035,3831733.56,6.3012,36.5469,2.1333,1.6324,82.4742,62.0513,0.3378,0.108973975,0,0,0.704303265,0.061108249,0.274423366,565,4.581991196,0.71341962,37.0527079,4
P2583,2023,721477.2035,3822763.56,4.2008,22.6843,2,1.7389,70.9677,80.1155,0.1609,0.037807183,0,0,0.607227325,0.053193034,0.552737575,1476,20.61494827,1.276997282,40.78755554,5
P2594,2023,729757.2035,3831733.56,10.502,55.4505,3.1765,2.2402,69.9187,53.2979,0.3908,0.129426069,0,0,0.727016091,0.055906266,0.138795395,561,11.69620132,1.382634457,36.42432304,4
P2611,2023,702847.2035,3836563.56,4.2008,45.3686,1.6364,1.5657,96.8539,57.9514,0.3613,0.88162322,0,0,0.922890604,0.080478829,0.001890359,32,0.494001031,0,33.45948437,2
P2612,2023,698707.2035,3846913.56,16.8032,50.4096,3.3077,1.2719,50.8197,66.4613,0.2535,0.067820222,0,0,0.698769391,0.093444859,0.011342155,206,5.421730518,0,38.89661977,3
P2622,2023,705607.2035,3846913.56,8.4016,22.6843,2.2,1.3261,66.6667,78.584,0.1788,0.039929237,0,0,0.632736206,0.138621549,0.079878225,221,10.13955116,0,37.46822347,4
P2634,2023,728377.2035,3834493.56,8.4016,23.3144,1.9,1.0682,73.5294,78.9432,0.173,0.041110832,0,0,0.722759843,0.032405897,0.194892543,471,4.381149292,0.395655093,37.0474407,4
